Learning_Path,Specific_Learning_Path,Course_Name,Level,Duration,Rating,Desciption,ILO,Tags,Other_Language_Support,URL,Prerequisites,5 Stars,4 Stars,3 Stars,2 Stars,1 Stars,Total Number of Students,5 Stars Percentage,5&4 Stars Percentage
IT Project Management,Information Technology Fundamentals,Your Future in IT Support: The Job Landscape,Job,50m,4.5,"In this course, you?€?ll learn about the IT support job market and projections, the responsibilities and skill sets of an IT professional, and resources and learning opportunities that you can explore.","Recognize the global demand for IT support professionals in the job market
Recognize the future of the IT support field
Identify industries in which IT support professionals work
Explain the primary responsibilities of different IT support roles
Identify the basic tools to use in IT support
Describe the skills that IT support professionals need
Identify resources to learn more and stay up to date in the field of IT support
","Badge Learning, Information Technology Fundamentals, Learning Domain, Workplace Skills-Workforce Readiness, Technical Skills-Information Technology, Learning Domain Primary, IT Support, Lightcast Skills Taxonomy, Technical Support Skills",English,https://skills.yourlearning.ibm.com/activity/MDL-242?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,98,16,6,2,1,123,80,93
IT Project Management,IBM Partner Organisation,Introduction to Project Management,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
IT Project Management,IBM Partner Organisation,Information Technology (IT) Fundamentals for Everyone,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
IT Project Management,IBM Partner Organisation,Introduction to Software Engineering,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Information Technology,Agile Explorer,A Taste of Agile,Beginners,2h 50m,4.5,"A Taste of Agile is designed to provide a basic awareness of Agile work methods, and how you can use them to change the way you work in academics, on the job, or even in your personal life. The course provides a foundational understanding of the values, principles, practices, and patterns of Agile, and the team dynamics that create success.

A Taste of Agile is appropriate for everyone: students, workforce-facing team members, executives, managers, and practitioners.",,"Badge Learning, Agile Explorer, Learning Domain, Workplace Skills- Workforce readiness, Lightcast Skills Taxonomy, Agile Methodology Skill","English, Spanish, Brazilian Portuguese, Hindi, Japanese, French, Traditional Chinese",https://skills.yourlearning.ibm.com/activity/ILB-GYEGEDYJNEVY1Y3V?planId=PLAN-F8CBF9ECCA49&sectionId=SECTION-B&planIdFromParentTab=PLAN-F8CBF9ECCA49&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-F8CBF9ECCA49,,676,121,31,14,16,858,79,93
Information Technology,Agile Explorer,Agile Operations Fundamentals,Beginners,2h 5m,4.5,"Agile Operations Fundamentals is designed to help operational teams develop the foundational skills to plan, structure, deliver, monitor, and improve on operational activities and processes. These skills can be used in school, on the job, and in your personal life. This course builds on the foundational awareness from A Taste of Agile, through an operations pattern that provides guidance on recommended practices, tools, and techniques that align to the core Agile values and principles.

Agile Operations Fundamentals is appropriate for everyone: students, workforce-facing team members, executives, managers, and practitioners.",,"Badge Learning, Agile Explorer, Learning Domain, Workplace Skills- Workforce readiness, Lightcast Skills Taxonomy, Agile Methodology Skill","English, Spanish, Brazilian Portuguese, Hindi, Japanese, French, Traditional Chinese",https://skills.yourlearning.ibm.com/activity/ILB-RKEVEWMRKEGN7JAB?planId=PLAN-F8CBF9ECCA49&sectionId=SECTION-B&planIdFromParentTab=PLAN-F8CBF9ECCA49&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-F8CBF9ECCA49,,335,61,7,8,5,416,81,95
Information Technology,Agile Explorer,Agile Program Fundamentals,Beginners,2h 10m,4.5,"Agile Program Fundamentals is designed to help project teams develop the foundational skills to plan, structure, and deliver on programs and projects incrementally and iteratively. This course builds on the foundational awareness from A Taste of Agile and Agile Operations Fundamentals. You will learn the project pattern and receive guidance on recommended practices, tools, and techniques that align to the core Agile values and principles.",,"Badge Learning, Agile Explorer, Learning Domain, Workplace Skills- Workforce readiness, Lightcast Skills Taxonomy, Agile Methodology Skill, Operations Skill","English, Spanish, Brazilian Portuguese, Hindi, Japanese, French, Traditional Chinese",https://skills.yourlearning.ibm.com/activity/ILB-JYKQKJZGVPVZ3QNZ?planId=PLAN-F8CBF9ECCA49&sectionId=SECTION-B&planIdFromParentTab=PLAN-F8CBF9ECCA49&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-F8CBF9ECCA49,,289,61,12,4,6,372,78,94
Information Technology,Information Technology Fundamentals,Computer Basics,Advanced,1h 20m,4.5,"In this course, you?€?ll learn key concepts from computer parts and networking to security, support, and user identification. Discover the core computing area of the field of information technology (IT).","Describe what a computer is
Identify the parts of a computer
Compare and contrast local and cloud computing
Explain the relationship between computer hardware and software
Describe user identification and security
","Badge Learning, Information Technology Fundamentals, Learning Domain, Technical Skills-Information Technology, Lightcast Skills Taxonomy, Computer Hardware Skill, Information Technology Skill",English,https://skills.yourlearning.ibm.com/activity/MDL-235?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,483,96,23,14,20,636,76,91
Information Technology,Information Technology Fundamentals,Computer Networking Basics: How Computers Communicates,Advanced,1h 15m,4.5,"In this course, you?€?ll learn about the ways that computer networking touches areas of everyday life. You?€?ll examine how network connections help you send and receive information. You?€?ll explore different types of networks that cover personal, local, and wide areas, and you?€?ll discover the importance of network security.
","Explain computer networking
Recognize the differences between personal, local, and wide-area networks
Explain the use of data to enable the internet to function as a network
Recognize the importance of network security
Describe the purpose of network addresses
Describe the ways that applications use network communications","Badge Learning, Information Technology Fundamentals, Learning Domain, Technical Skills-Information Technology",English,https://skills.yourlearning.ibm.com/activity/MDL-236?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,179,39,16,6,5,245,73,89
Information Technology,Information Technology Fundamentals,Computing from Past to Present,Advanced,2h 15m,4.5,"In this course, you?€?ll learn about milestone events in the history of computing. You will discover why key concepts like accessibility and security have become essential qualities of information technology.
","Describe milestone changes in computing over time
Compare and contrast programs and modern applications
Recognize the changes that the cloud is making to modern computing
Define accessibility
Recognize computer security fundamentals","Badge Learning, Information Technology Fundamental, Learning Domain, Technical Skills-Information Technology, Lightcast Skills Taxonomy, Information Technology Skills",English,https://skills.yourlearning.ibm.com/activity/MDL-237?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,120,36,6,4,11,177,68,88
Information Technology,Information Technology Fundamentals,Security Basics,Advanced,1h 15m,4.5,"In this course, you?€?ll learn about threats to computer security and ways to keep computer systems and users safe. You will discover the differences between threats, such as hacking, malware, and viruses, and vulnerabilities, such as bugs and buffer overflows. You will explore key security measures to protect computer hardware, software, and networks.
","Recognize common ways to make hardware secure
Compare and contrast authentication and authorization
Explain common threats on computer security
Identify ways information technology (IT) professionals protect users and systems
","Badge Learning, Information Technology Fundamentals, Learning Domain, Technical Skills-Cybersecurity, Technical Skills-Information Technology,  Learning Domain Primary, Cybersecurity, Lightcast Skills Taxonomy, Computer Hardware Skill, Information Technology Skill, Vulnerability Skill",English,https://skills.yourlearning.ibm.com/activity/MDL-238?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,96,21,3,4,3,127,76,92
Information Technology,Information Technology Fundamentals,Support Basics,Advanced,1h 10m,4.5,"In this course, you?€?ll explore the intriguing world of troubleshooting. You will learn key ways to hone in on the causes of problems that don?€?t have an obvious solution.","Define troubleshooting
Explain basic troubleshooting methodology
Identify key disciplines when creating documentation for support tasks
Explain methods and best practices for effective remote troubleshooting","Badge Learning, Information Technology Fundamentals, Learning Domain, Technical Skills-Information Technology, Learning Domain Primary, IT Support, Lightcast Skills Taxonomy, Troubleshooting (Problem Solving) Skills",English,https://skills.yourlearning.ibm.com/activity/MDL-239?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,76,13,3,5,7,104,73,86
Information Technology,Information Technology Fundamentals,"Troubleshooting for Hardware, Networks and Software",Advanced,1h 5m,4.5,"In this course, you?€?ll learn the troubleshooting techniques that IT professionals rely upon to resolve difficult issues. You?€?ll explore established approaches to fixing hardware, networking, and software issues. You?€?ll discover the steps to take when the answer is not immediately obvious.
","Explain techniques for troubleshooting hardware issues
Explain patterns of exploration for troubleshooting network issues
Explain techniques for troubleshooting software issues","Badge Learning, Information Technology Fundamentals, Learning Domain, Technical skills-Information Technolgy, Learning Domain Primary, IT Support, Lightcast Skills Taxonomy, Troubleshooting (Problem Solving) Skill, Hardware Troubleshooting Skill",English,https://skills.yourlearning.ibm.com/activity/MDL-240?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,87,13,4,2,4,110,79,91
Information Technology,Information Technology Fundamentals,Support a customer with a Network Issue,Advanced,1h 35m,4.5,"In this course, you?€?ll practice supporting a customer by troubleshooting a network issue in a series of simulations. You?€?ll get a clear description of the problem, create a theory of probable cause, resolve the issue, and close the support engagement.","Demonstrate best practices for communicating with a customer who has a support issue
Review customer information to develop a theory about a customer?€?s issue
Use the Google Chrome Remote Desktop remote connection tool to view and work on a customer?€?s computer
Troubleshoot and fix a network connection issue so the customer?€?s devices will connect
Verify resolution and close the customer?€?s support request","Badge Learning, Information Technology Fundamentals, Learning Domain, Technical Skills-Customer Service, Technical Skills-Information Technology, Learning Domain Primary, IT Support, Lightcast Skills Taxonomy, Troubleshooting (Problem Solving) Skill, Communications Skill",English,https://skills.yourlearning.ibm.com/activity/MDL-241?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,89,10,3,2,3,107,83,93
Information Technology,Information Technology Fundamentals,Your Future in IT Support: The Job Landscape,Job,50m,4.5,"In this course, you?€?ll learn about the IT support job market and projections, the responsibilities and skill sets of an IT professional, and resources and learning opportunities that you can explore.","Recognize the global demand for IT support professionals in the job market
Recognize the future of the IT support field
Identify industries in which IT support professionals work
Explain the primary responsibilities of different IT support roles
Identify the basic tools to use in IT support
Describe the skills that IT support professionals need
Identify resources to learn more and stay up to date in the field of IT support
","Badge Learning, Information Technology Fundamentals, Learning Domain, Workplace Skills-Workforce Readiness, Technical Skills-Information Technology, Learning Domain Primary, IT Support, Lightcast Skills Taxonomy, Technical Support Skills",English,https://skills.yourlearning.ibm.com/activity/MDL-242?planId=PLAN-3E2A749669E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3E2A749669E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3E2A749669E2,,98,16,6,2,1,123,80,93
Information Technology,IBM Partner Organisation,Hardware Components and Troubleshooting,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Information Technology,IBM Partner Organisation,Network Protocol and Configuration,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Information Technology,IBM Partner Organisation,Software and Operating Systems,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Information Technology,IBM Partner Organisation,Cloud Computing and Virtualisation,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Information Technology,IBM Partner Organisation,IT Security and Compliance,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
UX Design,User Experience Design Fundamentals,Introduction UX Design,Advanced,1h 50m,4,"In this course, you?€?ll get an overview of user experience (UX) design. You?€?ll learn about some of the essential qualities that make a great UX designer stand out from the crowd. You?€?ll discover user-centered design (UCD), ways to design for diversity, and the importance of adaptive and responsive designs in UX design. You?€?ll also learn about a case study in UX design, including its components and the step-by-step process to create it. Finally, you?€?ll review an example case study that defines project requirements.","Explain the purpose, key aspects, value, and fundamental concepts that contribute to user experience (UX) design
Differentiate between the focus of user interface (UI) design and UX design
Explain the steps in the user-centered design (UCD) process
Identify the skills and qualities of a great UX designer that help in designing inclusive and responsive user experiences
Differentiate between adaptive and responsive designs
Explain what a case study is in UX design and the steps to create it
Review an example UX design case study to make conclusions about defining requirements
","Badge Learning, User Experience Design Fundamentals, Learning Domain, Technical Skills-User Experience Design (UX Design), Learning Domain Primary, UX Design","English, Brazilian Portuguese, French, Spanish",https://skills.yourlearning.ibm.com/activity/MDL-365?planId=PLAN-3749C72117E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3749C72117E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3749C72117E2,,196,47,27,4,30,304,64,80
UX Design,User Experience Design Fundamentals,Conducting UX Rsearch ,Advanced,2h,4.5,"In this course, you?€?ll learn the importance of research in creating a user-centered design. You?€?ll explore various user experience (UX) research methods and techniques. You?€?ll also learn the importance of user personas in UX design and the ways to create them based on the research conducted and the data collected. Furthermore, you?€?ll learn the ways to conduct a competitive and comparative analysis by evaluating and comparing a product or service against its competitors in the market. Finally, you?€?ll review an example UX case study that conducted research and created user personas.","Describe the value of user research in UX design
Explain the purpose and importance of hypotheses in UX research
Identify the methods and techniques used to conduct UX research
Describe the purpose and importance of data synthesis
Explain the various frameworks to synthesize UX research data
Explain the purpose, importance, and key components of user personas
Describe the process of creating a user persona
Describe the process of utilizing user personas throughout the UX design process
Explain competitive and comparative analysis
Identify the steps and common frameworks to conduct a competitive and comparative analysis
Review an example UX case study to make conclusions about researching users, creating user personas, and researching competitors","Badge Learning, User Experience Design Fundamentals, Learning Domain, Technical Skills-User Experience Design (UX Design), Learning Domain Primary, UX Design","English, Brazilian Portuguese, French, Spanish",https://skills.yourlearning.ibm.com/activity/MDL-367?planId=PLAN-3749C72117E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3749C72117E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3749C72117E2,,87,18,9,1,8,123,71,85
UX Design,User Experience Design Fundamentals,Building a Story-based Design,Advanced,2h,4,"In this course, you?€?ll discover how user stories serve as an effective tool that captures a user?€?s needs, pain points, and preferences in the UX design process. You?€?ll learn that user stories serve as a foundational element for user journeys and user flows, and ultimately are converted into solution sketches. Finally, you?€?ll review an example UX design case study to evaluate user stories, user journey, user flows, and solution sketches for a plant-selling e-commerce website.","Explain user stories and their importance in creating user-centered design
Identify the key components and format of a user story
Identify the steps to create a user story with the help of user personas
Explain a user journey and its importance in UX design
Explain a user flow and its application in UX design
Describe a task flow
Identify the steps to combine user journeys and user flows to enhance UX design
Explain the purpose, importance, and types of solution sketches
Identify the steps to plan and conduct a collaborative sketching session
Explain the agile methodology and its importance
Review an example UX design case study to make conclusions about creating user stories, user journey, user flows, and solution sketches","Badge Learning, User Experience Design Fundamentals, Learning Domain, Technical Skills-User Experience Design (UX Design), Learning Domain Primary, UX Design","English, Brazilian Portuguese, French, Spanish",https://skills.yourlearning.ibm.com/activity/MDL-369?planId=PLAN-3749C72117E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3749C72117E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3749C72117E2,,43,18,6,2,5,74,58,82
UX Design,User Experience Design Fundamentals,Wireframing and Prototyping ,Advanced,2h 15m,4.5,"In this course, you?€?ll learn about UX writing, information architecture (IA), and sitemaps and their role in UX design. You?€?ll explore the wireframing process, its purpose, and the three fidelities of wireframes. Then, you?€?ll review an example case study that shows wireframes for a plant-selling e-commerce website. You?€?ll continue by learning about the key principles of user interface (UI) design and the way it enhances the accessibility of digital products. Furthermore, you?€?ll learn about the prototyping process and its importance in UX design. Finally, you?€?ll review an example case study that shows the UI design and prototypes for a plant-selling e-commerce website.","Explain user experience (UX) writing and best practices for effective UX writing
Define information architecture (IA) and its purpose in the UX design process
Describe a sitemap and the steps to create it
Explain a wireframe and its purpose
Describe the fidelities of wireframes
Review an example UX design case study to make conclusions about creating IA, a sitemap, and wireframes
Describe user interface (UI) design and its key principles
Identify the goals and best practices to ensure accessibility for digital products
Explain the techniques of prototyping
Describe the importance of prototyping in UX design
Review an example UX design case study to make conclusions about creating UI design and prototypes
","Badge Learning, User Experience Design Fundamentals, Learning Domain, Technical Skills-User Experience Design (UX Design), Learning Domain Primary, UX Design","English, Brazilian Portuguese, French, Spanish",https://skills.yourlearning.ibm.com/activity/MDL-371?planId=PLAN-3749C72117E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3749C72117E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3749C72117E2,,53,11,4,2,3,73,73,88
UX Design,User Experience Design Fundamentals,Conducting Usability Test and Gathering Feedback,Advanced,1h 30m,4.5,"In this course, you?€?ll learn how UX designers evaluate their designs through usability testing. You?€?ll identify the different methods of conducting usability testing and the steps in the usability testing process. You?€?ll also learn about how designers prioritize feedback they gather from usability testing. Furthermore, you?€?ll find out how this feedback helps enhance designs by creating a revised prototype. Finally, you?€?ll review an example UX design case study that shows a test plan and tools for usability testing, the test?€?s analysis report, and revised prototype for a plant selling e-commerce website.","Explain the importance, goals, and essential elements of usability testing
Differentiate between qualitative and quantitative usability testing
Describe the various qualitative and quantitative methods of conducting usability testing
Describe the usability testing process
Describe heuristic evaluation
Identify common tools for conducting usability testing
Explain severity levels and the impact-effort matrix to prioritize issues
Describe the process of gathering and incorporating usability feedback to finalize UX designs
Review an example UX design case study to make conclusions about creating a test plan for usability testing, analyzing the feedback and documenting it in a report, and revising the prototype","Badge Learning, User Experience Design Fundamentals, Learning Domain, Technical Skills-User Experience Design (UX Design), Learning Domain Primary, UX Design","English, Brazilian Portuguese, French, Spanish",https://skills.yourlearning.ibm.com/activity/MDL-373?planId=PLAN-3749C72117E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3749C72117E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3749C72117E2,,42,11,5,3,2,63,67,84
UX Design,User Experience Design Fundamentals,Working Collaboratively with Teams on UX Design Projects,Advanced,1h 30m,4,"Effective collaboration with teams and stakeholders is key to successful UX design projects. In this course, you?€?ll learn about cross-functional teams and their benefits. You?€?ll discover the different roles on a UX design project team and the best practices to effectively collaborate with them. You?€?ll identify the project team?€?s role in making the user experience (UX) design adaptable to coding, including handing off design artifacts for development. Furthermore, you?€?ll learn how UX designers review a developed product. Finally, you?€?ll review an example case study that shows the project team members, their methods to collaborate, the design artifacts to be handed off, and the final review?€?s feedback for the UX design project of a plant-selling e-commerce website.","
Describe a cross-functional team and its benefits
Differentiate between the roles on a UX design project team
Explain the best practices to communicate and collaborate effectively as a UX design project team
Explain a developer?€?s role through the overall stages of a UX design project
Recognize the significance of communication between the design and development teams
Describe the design artifacts to hand off for development
Explain the importance and criteria for reviewing and testing a developed digital product
Explain the project standards and guidelines to document for a UX design project
Describe the important considerations to properly manage files and versions
Review an example UX design case study to make conclusions about listing the project team members for the project, identifying the ways to collaborate and the design artifacts to hand off to the development team, and reviewing the final digital product","Badge Learning, User Experience Design Fundamentals, Learning Domain, Technical Skills-User Experience Design (UX Design), Learning Domain Primary, UX Design","English, Brazilian Portuguese, French, Spanish",https://skills.yourlearning.ibm.com/activity/MDL-375?planId=PLAN-3749C72117E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3749C72117E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3749C72117E2,,41,3,3,2,7,56,73,79
UX Design,User Experience Design Fundamentals,Your Future in UX Design: The Job Landscape,Job,1h,4.5,"In this course, you?€?ll learn about the UX design job market, the skills UX designers need to be successful, and the responsibilities of UX designers. You?€?ll also discover how UX designers are different from other designers. Furthermore, you?€?ll find resources and learning opportunities so you can explore more.","Identify industries in which UX designers work
Recognize the global demand for UX designers in the job market
Recognize the future of the UX design field
Identify common roles in the UX design field
Explain the primary responsibilities of a UX designer
Identify the skills that UX designers need
Identify the resources to learn more and stay up to date in the field of UX design","Badge Learning, User Experience Design Fundamentals, Learning Domain, Technical Skills-User Experience Design (UX Design), Learning Domain Primary, UX Design","English, Brazilian Portuguese, French, Spanish",https://skills.yourlearning.ibm.com/activity/MDL-377?planId=PLAN-3749C72117E2&sectionId=SECTION-B&planIdFromParentTab=PLAN-3749C72117E2&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-3749C72117E2,,57,12,4,1,3,77,74,90
UX Design,Agile Explorer,A Taste of Agile,Beginners,2h 50m,4.5,"A Taste of Agile is designed to provide a basic awareness of Agile work methods, and how you can use them to change the way you work in academics, on the job, or even in your personal life. The course provides a foundational understanding of the values, principles, practices, and patterns of Agile, and the team dynamics that create success.

A Taste of Agile is appropriate for everyone: students, workforce-facing team members, executives, managers, and practitioners.",,"Badge Learning, Agile Explorer, Learning Domain, Workplace Skills- Workforce readiness, Lightcast Skills Taxonomy, Agile Methodology Skill","English, Spanish, Brazilian Portuguese, Hindi, Japanese, French, Traditional Chinese",https://skills.yourlearning.ibm.com/activity/ILB-GYEGEDYJNEVY1Y3V?planId=PLAN-F8CBF9ECCA49&sectionId=SECTION-B&planIdFromParentTab=PLAN-F8CBF9ECCA49&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-F8CBF9ECCA49,,676,121,31,14,16,858,79,93
UX Design,Agile Explorer,Agile Operations Fundamentals,Beginners,2h 5m,4.5,"Agile Operations Fundamentals is designed to help operational teams develop the foundational skills to plan, structure, deliver, monitor, and improve on operational activities and processes. These skills can be used in school, on the job, and in your personal life. This course builds on the foundational awareness from A Taste of Agile, through an operations pattern that provides guidance on recommended practices, tools, and techniques that align to the core Agile values and principles.

Agile Operations Fundamentals is appropriate for everyone: students, workforce-facing team members, executives, managers, and practitioners.",,"Badge Learning, Agile Explorer, Learning Domain, Workplace Skills- Workforce readiness, Lightcast Skills Taxonomy, Agile Methodology Skill","English, Spanish, Brazilian Portuguese, Hindi, Japanese, French, Traditional Chinese",https://skills.yourlearning.ibm.com/activity/ILB-RKEVEWMRKEGN7JAB?planId=PLAN-F8CBF9ECCA49&sectionId=SECTION-B&planIdFromParentTab=PLAN-F8CBF9ECCA49&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-F8CBF9ECCA49,,335,61,7,8,5,416,81,95
UX Design,Agile Explorer,Agile Program Fundamentals,Beginners,2h 10m,4.5,"Agile Program Fundamentals is designed to help project teams develop the foundational skills to plan, structure, and deliver on programs and projects incrementally and iteratively. This course builds on the foundational awareness from A Taste of Agile and Agile Operations Fundamentals. You will learn the project pattern and receive guidance on recommended practices, tools, and techniques that align to the core Agile values and principles.",,"Badge Learning, Agile Explorer, Learning Domain, Workplace Skills- Workforce readiness, Lightcast Skills Taxonomy, Agile Methodology Skill, Operations Skill","English, Spanish, Brazilian Portuguese, Hindi, Japanese, French, Traditional Chinese",https://skills.yourlearning.ibm.com/activity/ILB-JYKQKJZGVPVZ3QNZ?planId=PLAN-F8CBF9ECCA49&sectionId=SECTION-B&planIdFromParentTab=PLAN-F8CBF9ECCA49&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-F8CBF9ECCA49,,289,61,12,4,6,372,78,94
UX Design,IBM Partner Organisation,Principles of UX Review and Enhancement,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
UX Design,IBM Partner Organisation,User Experience Redesign,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
UX Design,IBM Partner Organisation,User-centered and Story-based Design,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
UX Design,IBM Partner Organisation,"Information Architecture, Wireframing, and Prototyping Strategies",Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
UX Design,IBM Partner Organisation,Navigation Design for User Engagement,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
UX Design,IBM Partner Organisation,UI Design and Usability Testing,Application,,,,,,,,,,,,,,0,#DIV/0!,#DIV/0!
Could Computing,Cloud Computing Fundamentals,Introduction to Cloud Computing,Advanced,1h 15m,4.5,"In this course, you?€?ll learn how computers communicate and how that communication enables the cloud technologies you use every day. You?€?ll explore the components that cloud computing utilizes and how they work together to benefit users and businesses alike. Finally, you?€?ll discover some new scenarios that advancements in the cloud will offer in the future.","Describe how local servers and the internet enable computers to share information
Define cloud computing and describe its characteristics
Identify the problems that cloud computing solves
Explain how technology advances impact the cloud","Badge Learning, Cloud Computing Fundamentals, Learning Domain, Technical Skills-Cloud, Learning Domain Primary, Cloud Computing",English,https://skills.yourlearning.ibm.com/activity/MDL-301?planId=PLAN-2EC3A305F2C3&sectionId=SECTION-B&planIdFromParentTab=PLAN-2EC3A305F2C3&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-2EC3A305F2C3,,168,36,10,2,5,221,76,92
Could Computing,Explore Emerging Tech,What is Cloud Computing?,Fundamental,45m,4.5,Cloud computing involves much more than off-site servers! Learn different ways that data can be stored and managed with the newest cloud technology.,,"Badge Learning, Explore Emerging Tech, Learning Domain, Other-Emerging Technologies, Technical Skills-Clould Learning Domain Primary, Cloud Computing",English,https://skills.yourlearning.ibm.com/activity/ILB-XVZEKQPPXYNN188J?planId=PLAN-EB2D3DA31CF9&sectionId=SECTION-B&planIdFromParentTab=PLAN-EB2D3DA31CF9&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-EB2D3DA31CF9,,1990,391,88,32,66,2567,78,93
Could Computing,Explore Emerging Tech,How is cloud computing used?,Fundamental,25m,4.5,"Cloud offers important benefits for corporations and their customers. Learn practical applications for cloud, and get great tips on a getting started in a cloud career.",,"Badge Learning, Explore Emerging Tech, Learning Domain, Other-Emerging Technologies, Technical Skills-Clould Learning Domain Primary, Cloud Computing",English,https://skills.yourlearning.ibm.com/activity/ILB-MKRZNDPPDGYW19ZV?planId=PLAN-EB2D3DA31CF9&sectionId=SECTION-B&planIdFromParentTab=PLAN-EB2D3DA31CF9&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-EB2D3DA31CF9,,1040,248,64,18,23,1393,75,92
Could Computing,Cloud Computing Fundamentals,Understanding Cloud Computing Services,Advanced,1h 30m,4.5,"In this course, you?€?ll get an overview of how the cloud supports and powers new technologies like artificial intelligence (AI) and the Internet of Things (IoT). You?€?ll learn about the four main types of cloud service models and two types of software approaches when it comes to cloud solutions: proprietary and open source. You?€?ll get to explore the services offered by major cloud providers: IBM Cloud, Microsoft Azure, and Amazon Web Services. And finally, you?€?ll learn through some scenarios about the advantages and value businesses and individuals can expect when they use the various cloud service models.","Describe the characteristics of cloud service models, including IaaS, SaaS, PaaS, and DBaaS
Differentiate between proprietary and open source approaches for developing cloud solutions
Identify the services of the major cloud providers and what differentiates them
Identify scenarios where different cloud service models are appropriate to use and recognize the value that businesses can expect from them","Badge Learning, Cloud Computing Fundamentals, Learning Domain, Technical Skills-Cloud, Learning Domain Primary, Cloud Computing",English,https://skills.yourlearning.ibm.com/activity/MDL-302?planId=PLAN-2EC3A305F2C3&sectionId=SECTION-B&planIdFromParentTab=PLAN-2EC3A305F2C3&sectionIdFromParentTab=SECTION-B&planIdForChildTab=PLAN-2EC3A305F2C3,,59,17,6,3,2,87,68,87
